	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12
Gene1744	3.15158575207381	3.04722719572046	3.36577885514689	4.16646540769679	5.2328294045933	6.23214650690815	6.81803497606419	7.04642072342816	6.60785150305978	5.84840746968774	4.73980694307896	3.78845416341996
Gene1745	3.44919182903634	4.28831319601305	5.30060400727409	6.21854171116922	6.84550502491709	6.97605350937753	6.61200870277838	5.7484136643426	4.72579891408756	3.81845152764056	3.13739375179919	3.01578597092092
Gene1746	5.66254821113185	4.62686192638859	3.71468598165959	3.12031363611265	3.02602067291399	3.4969243489925	4.28842997554618	5.30393452158542	6.26425407125518	6.8470240171778	6.99037212117185	6.56655700236071
Gene1747	3.04957179126705	3.01092590036483	3.45055423564247	4.30529272395049	5.44568979378854	6.30571699525361	6.90024195359971	6.91719633324794	6.48214173381951	5.71575494858675	4.61525196837768	3.68256674144001
Gene1748	6.85929734497855	6.24667545967861	5.28261256589489	4.23385525971655	3.40095108660079	2.99222053027788	3.13791211380633	3.74052683043671	4.70165558840096	5.75737405590738	6.55281166430428	6.96917973979651
Gene1749	3.65993497232269	4.7242440979471	5.64496594465135	6.55304675184319	6.90289725086608	6.89026348151857	6.26948636091311	5.308064399176	4.27419522152552	3.50230686711088	3.02532162046092	3.14760486962426
Gene1750	6.49764928086681	5.68073779850446	4.54919040422527	3.68359770529464	3.07998082411302	3.09446402406274	3.61069855700018	4.3642581896196	5.43086878645422	6.38877944391826	6.89077950470893	6.93892825888544
Gene1751	6.08400657646983	5.1088156254532	4.13124183324826	3.33775094935819	2.96846290538561	3.24625649286199	3.89425898661907	4.87851520360213	5.93328924671547	6.66697515985179	7.01328066136862	6.77141337771432
Gene1752	5.45689537527162	6.36448204156158	6.92959544312815	6.91427797167497	6.41330543348329	5.58191860054442	4.48901155271556	3.6292736261723	3.11974057344408	3.04171162990436	3.54002447388304	4.45708007365971
Gene1753	3.10601663109975	3.62931131191843	4.61461547835435	5.55165354457218	6.48172236845606	6.95860463995707	6.88383674706186	6.3557863628461	5.40214521065389	4.45507283417243	3.51038005656114	3.05028298923224
Gene1754	3.30232645099966	3.02361747288211	3.17915224671145	3.89795128735974	4.86928065600683	5.89199858542157	6.64610824370232	6.97047053042257	6.80024509206037	6.12353550227912	5.14384511956082	4.1183552905716
Gene1755	3.44684517566796	4.24142232547272	5.27188466606956	6.23810496741607	6.85044374956603	6.98380797245051	6.6292493329152	5.71224254003429	4.76279118214604	3.78381570401475	3.136128082545	2.97160468523462
Gene1756	6.95980312418553	6.96183515017183	6.41719979546239	5.36341587395917	4.50599188889547	3.52180074511058	3.04681767710402	3.09763610219913	3.70842335527362	4.58572365133018	5.54664018862845	6.42747582031021
Gene1757	6.91396598711536	6.9719806369865	6.33892354845153	5.55694449258227	4.51188433444845	3.58495687000464	3.01933886428807	3.06306851892544	3.56468160847217	4.45854150495298	5.45134814171116	6.41583108254725
Gene1758	7.01040779535219	6.64330315315137	5.80584604558106	4.83014416140122	3.78850705933875	3.19414266716543	2.99388857682994	3.42678787545497	4.18174234214824	5.20157053911442	6.18008741780224	6.8467287397012
Gene1759	5.82564318571018	6.6603344801226	6.95128285120938	6.8569156123383	6.11369588261761	5.19347710183773	4.12576797443957	3.3632817410159	3.04273626577881	3.19165899625561	3.7573174452496	4.83209122131326
Gene1760	5.03301040757148	4.00737274197199	3.26435694739985	3.02349850091002	3.28829197659021	4.03181713024889	4.9843757870085	6.02740410135306	6.71155008675953	7.03308199124261	6.71736208952206	5.96378718711997
Gene1761	6.14992959797672	6.83958057785719	6.91774692710665	6.61056055530064	5.90809452108431	4.82220281313211	3.94796818095568	3.16571817683246	3.02190175274638	3.2745220616587	4.07585090184528	5.11400729012852
Gene1762	6.96113558149685	6.96068485839954	6.42557744266528	5.604096292666	4.56443399601372	3.58040358235098	3.08731652991078	3.08426931979851	3.65477158981608	4.52934185217712	5.49549420634171	6.40808258260234
Gene1763	6.9792361756027	6.5083335011695	5.69119681502031	4.64476581846935	3.6241898487908	3.13800967375135	3.06144394904832	3.48252837078552	4.33854086273329	5.43462478713947	6.32791981283113	6.8783883682401
Gene1764	3.05102781888053	3.42989598889875	4.28953268588799	5.34417240243958	6.31598717120014	6.90459878035746	6.95336429187853	6.57205861557438	5.7704687216179	4.72454361390424	3.70416981164203	3.15816830944099
Gene1765	6.77484516605041	6.96323062235018	6.74200313068098	5.95481763394518	4.95045898580108	3.96545355602539	3.19758863856266	2.93365757047428	3.237413878616	4.01260783815601	5.03993473063931	6.03733824336695
Gene1766	4.32175733466972	5.43971231573981	6.32733531029716	6.92269364092771	6.99863736732181	6.48732732706809	5.67695303260655	4.6083672148306	3.70033673781423	3.08389360409061	3.07725908196899	3.40890488253424
Gene1767	6.91284528705768	7.0184427870338	6.35279127790091	5.57855279149063	4.50455370066358	3.6299713327825	3.13051772111657	3.0887183199562	3.53971525068143	4.42438650366586	5.50484770899055	6.39181601363117
Gene1768	4.88473754373049	5.86131267461795	6.75626134872713	6.94625299386697	6.79740873261911	6.12550367793638	5.15414556980532	4.08140382962717	3.32649564517114	2.97411862745382	3.24594144499232	3.92343745027033
Gene1769	3.72528230135075	3.17076013945027	3.04246702521227	3.43985367357949	4.26980774600544	5.27529857402011	6.23700018947201	6.92990861533547	7.01681969298538	6.54731942894144	5.70177518717417	4.65844683171896
Gene1770	4.98666505230112	5.95300285947416	6.70783321554155	6.99850894704377	6.80860737937837	6.03956521305292	5.02156306990561	4.06426843763893	3.2723390530806	2.95298229680118	3.24451679627016	4.00685806039542
Gene1771	3.45024320000492	4.35431407345114	5.32439595458534	6.20347762253452	6.83817392844643	6.96810999978286	6.54435577453593	5.67869257126751	4.68979300650571	3.75204989030186	3.10851312592763	2.96515401365282
Gene1772	6.86370725586394	6.19081101633918	5.24055710258159	4.2350911575327	3.3643198139144	2.99341307030344	3.12598722948655	3.74767181882413	4.73832448946943	5.78697143661791	6.55170620293989	6.92399379136763
Gene1773	4.01356862296398	4.95655355019731	5.99854308332869	6.74770540339021	6.9703501894094	6.77985885628864	6.01378067786831	5.03699416858133	3.94923541046014	3.26772047322795	3.00758765126046	3.2024139972756
Gene1774	5.20411460444306	6.1685152635465	6.83220419140704	7.02231276418399	6.70250748173273	5.82211099989614	4.88671240318722	3.8384517567393	3.1846920713739	2.98376061191451	3.3742093825733	4.18910537817156
Gene1775	4.18120338848136	3.41244529417676	3.00968572759036	3.18002435929631	3.80231569124597	4.81219071906284	5.75407747254728	6.60824343392471	6.95571976415804	6.7814571184814	6.12110346336315	5.21545112329854
Gene1776	5.16329922710722	6.13386779480349	6.77335045951766	6.98841974016622	6.66261307278811	5.81740746618799	4.84581547123829	3.82842837501429	3.18281614181242	3.03268345484031	3.37442412490511	4.13437320005178
Gene1777	3.94548750809219	4.90733196318614	5.95966575591461	6.65938557771316	6.99576346964044	6.76991572871367	6.05798824117987	5.1130957587699	4.14171242927767	3.32783087613396	2.96706113007272	3.26607964620985
Gene1778	6.08572988370873	6.79180576853682	6.97946383570547	6.6623719242631	5.96755556424117	4.93151985807326	3.89646987530051	3.20110661602726	3.0240524206239	3.32261709555797	4.08375141346312	5.05620847869955
Gene1779	6.89151249804842	6.18592234587733	5.31741231347003	4.16779205124626	3.39156453978107	2.98550697608559	3.12823545957336	3.79949861836466	4.77731087841185	5.78759092014799	6.61694380814202	6.98391503870518
Gene1780	6.48304104475833	5.65058772875429	4.63775047300018	3.68898473365534	3.15012680329827	3.06569229526697	3.58368368421497	4.3014406713651	5.37545059348568	6.32612498046282	6.96895258306603	6.99482538669181
Gene1781	4.72151247059276	5.78164232157215	6.58720385128812	6.97971030958099	6.82218476630453	6.27977101649568	5.3273377202622	4.20076313221408	3.46313291441283	3.08317284468176	3.16801155994621	3.77076407381936
Gene1782	6.08236586165739	5.01102423777814	3.99154531373513	3.31429556880056	2.92540777859311	3.25104551561216	3.91652593848514	4.9480420293186	6.00202355558964	6.71192789446935	6.96159364615951	6.78391546937202
Gene1783	6.24015059013137	5.26416984260341	4.28072901146503	3.38314735930079	3.04194627206703	3.19635482604272	3.78595502495841	4.70250633646418	5.76373394175607	6.56819671945919	6.97954976667084	6.84126352885605
Gene1784	6.71166393354118	6.9822809575084	6.70486784978734	5.97321584209458	5.01347909605348	3.98077023865135	3.24632413859035	2.97221440562144	3.30923437998246	4.01714475053185	5.01229331112883	6.03146807976314
Gene1785	3.11212421904067	3.64619670247825	4.65969183657624	5.76460371232874	6.49874928438507	6.94514483610129	6.87126735060829	6.30172201860375	5.33654466267119	4.31124929815993	3.43785827509674	3.07326397557374
Gene1786	3.7130651445125	3.14957462885519	3.02356487536179	3.51849183912624	4.33437165498348	5.38516209053952	6.3263177482077	6.88795411636969	7.00197326645587	6.4897290572908	5.68380524893898	4.65237104001289
Gene1787	4.79507607426808	3.84990200022442	3.19571737943052	2.95542280055038	3.36060744058112	4.17168567332662	5.28418980212947	6.17544921224627	6.84490045741421	6.98329452749859	6.6517928093534	5.88207207186408
Gene1788	3.24040830903359	3.0315049130976	3.35703749787661	4.16101312884414	5.21125944197481	6.11935989387955	6.74727897794459	7.04589884839398	6.66641914821252	5.82205747179492	4.82769284717967	3.8148988299259
Gene1789	6.3616322952583	5.56684913068495	4.53409340333852	3.63644076547249	3.03902248898516	3.05186106484534	3.5649180797752	4.42366780311705	5.45285997162185	6.36697868755994	6.9048383595895	6.9363989889067
Gene1790	5.62323072295696	4.59444834958547	3.6073650645101	3.07126377926588	3.0239931219836	3.51500676582654	4.40667935182074	5.36725517812704	6.40740228343725	6.88984801285631	7.0276722542309	6.45598190375896
Gene1791	4.23367617383351	5.23503295767466	6.2273847128124	6.85490265280658	7.00891674274101	6.60015036797169	5.78699068124607	4.81349930058964	3.71788490667272	3.16951056536547	2.96773199030418	3.45954149513873
Gene1792	5.8475700769055	6.63113435085669	6.98458793627954	6.77355754593914	6.2015015647114	5.20740509683042	4.14797679389476	3.37682812592286	3.02203227206716	3.19554061164884	3.81542308375202	4.8303721053295
Gene1793	6.01600756995675	6.73385810454571	7.0053960195802	6.69717034040295	6.00804531711514	5.01131542457028	4.02709963681827	3.28847351678185	2.99626275561391	3.28520894075617	4.00701789143918	4.99989264379527
Gene1794	6.16279835723284	5.05232383069901	4.11531114471997	3.33570441418527	3.00706623540466	3.20143755509302	3.86553253004316	4.84717623316598	5.83826234424373	6.69623061025691	6.95434395568021	6.79287121863963
Gene1795	3.37737157545349	3.00915830044697	3.24299828550605	3.88698623188536	4.87344894295477	5.80674226256636	6.62628468654148	6.98400867691192	6.8014122189566	6.09200699532894	5.17276792923734	4.19233629663723
Gene1796	6.60138502447737	5.85321651510676	4.76522160452884	3.89874813507236	3.20100245253283	3.04231307188076	3.38913395797992	4.17961013548911	5.19764346986984	6.1732462558879	6.75730420827302	7.03951822035928
Gene1797	6.95405169625402	6.72637913580643	5.89802834108257	4.856994823881	3.87171885909359	3.22626610472863	2.99019144771701	3.31216352252547	4.04569697778476	5.07044217544021	6.06513444192171	6.73327714247827
Gene1798	2.95893020748547	3.1853851534301	3.74386130762696	4.66699177935844	5.66365686289641	6.50959624991797	6.97004670375949	6.87883825795866	6.27542806330643	5.24687650750368	4.27313710301705	3.44130196418732
Gene1799	3.11592097571777	3.79670153369033	4.7887034884072	5.80532152999857	6.59396439337973	6.94715964411727	6.89065788556829	6.2128149819323	5.25964253059081	4.19339045723306	3.39938311341659	2.97808130732057
Gene1800	5.12559703006175	4.19912126838753	3.3309763100029	3.02971670593455	3.11789293831505	3.87195048954703	4.90376300344683	5.8585995764447	6.6363711301932	7.01949401842526	6.86909153034478	6.19659899997071
Gene1801	6.92321311779763	6.95321114259709	6.48209987634492	5.60217279490244	4.53960354066562	3.65184008718445	3.05380702690005	3.01296089531915	3.48665296672977	4.36659838849763	5.41277397390431	6.36433019846335
Gene1802	6.10796515844977	6.83521010019012	7.01822362560382	6.62430688649901	5.88452539113092	4.90032330587876	3.89439680900058	3.23336466661949	3.01545203419066	3.35929141875029	4.16590330622181	5.10307497714877
Gene1803	4.17073190507287	3.35426028572644	3.02532501036864	3.18443951162514	3.88549499905506	4.79904005503907	5.79246607209844	6.6386713971737	7.03479580325677	6.80867536556981	6.13240971961755	5.16826106658616
Gene1804	3.103217574241	3.78917102329984	4.75464104259904	5.74971357683021	6.60630138913555	6.97123722368856	6.84140399473886	6.15325830421679	5.16556277965251	4.20152012725677	3.37217573419656	2.93795244525404
Gene1805	6.6663502512407	6.01046719899434	5.02566499846019	4.03109344547981	3.27800950721706	3.0296923400382	3.27175957742367	3.98468670115743	5.01401040314735	6.00447564412944	6.72894065061216	7.00632197470871
Gene1806	6.82962401573151	6.96426014265645	6.58695041667663	5.7605925876134	4.72736835933392	3.77530960510743	3.13540997642706	3.0265261835044	3.38251660917077	4.21293780851261	5.28305422085524	6.18963734034598
Gene1807	3.33812014433466	4.08144299618057	5.10841542582355	6.05136975892912	6.78987172072242	7.01766767581733	6.63644514488375	5.98152891781408	4.90331879849633	3.9181421555916	3.23628230080676	3.03624013040325
Gene1808	2.9751527994074	3.21447276412392	3.89233953404386	4.87260792412622	5.92473421493128	6.75590484033925	7.01932570196911	6.79080795528731	6.05838126528849	5.09717803161051	4.11101593385118	3.35788053981788
Gene1809	4.11641685842121	3.29251376412478	2.97454609388725	3.23428341785938	3.94773462025698	4.93268101423163	5.88259869507893	6.73494176993638	7.04147216289853	6.7818578530533	6.10121137541158	5.07188235888205
Gene1810	5.41839602471095	4.35095318573289	3.50916195167752	3.01114253519084	3.04255460811347	3.67041524922508	4.5668160182783	5.66876174168505	6.57096654350873	6.91016324204137	6.88209724243631	6.33573283437011
Gene1811	3.13735816573262	3.75663073925356	4.5640084165267	5.66937436451365	6.46017491325216	6.98803400242604	6.86100635755802	6.29149857117572	5.34705822656	4.36571471401683	3.54508794126558	3.07241796575639
Gene1812	3.31705476631364	3.01314822616439	3.12183433663026	3.90944500338785	4.811288397921	5.79280783919988	6.66228240437227	6.99660680753678	6.83726323817565	6.18445042914606	5.12040425569443	4.09464358332576
Gene1813	3.00046076397272	3.09909315697548	3.76744245139292	4.68935297127997	5.81961707369244	6.6064710722677	7.01498917675388	6.83406716285706	6.13915316680594	5.23083055701221	4.2417900239624	3.45036812965715
Gene1814	3.53902347232248	4.36469562122496	5.36352640186577	6.32128570726888	6.8525910141098	6.94157114298028	6.52366276190665	5.67025420387427	4.56145616596616	3.7056407772004	3.12509230142364	3.01652087031542
Gene1815	5.72224219382357	6.55736864039127	6.99669817936543	6.92286836808382	6.26483967933798	5.3423949771227	4.28161579217173	3.44492138859956	3.01689294030507	3.15352639999275	3.70056778909908	4.66496814459436
Gene1816	3.75196165499083	3.1077250760473	2.9727269459142	3.42073234482054	4.33032196722794	5.36794696817511	6.24544305901516	6.89692512415136	6.97955060220806	6.5673863600621	5.71166635338976	4.68380788725662
Gene1817	5.30109332345756	4.27129362365386	3.45978960137259	3.0306094325795	3.17622666336523	3.71264817741192	4.66502338423168	5.7464463318736	6.50854752408789	6.96630319259666	6.8202707606323	6.2372102489897
Gene1818	5.90585163913846	4.95542412602434	3.99321452351363	3.26704587476763	2.96898092960888	3.31264955124712	3.99364062144861	5.09463680152743	6.04433240733121	6.7909525501669	6.98882900163772	6.71590647647593
Gene1819	4.64371269850012	3.63177231753239	3.12707585294766	3.04607802956854	3.48575185174942	4.34117013634698	5.34490083615421	6.24541843275648	6.89010187789418	6.92057060158976	6.52206097539359	5.75361161563228
Gene1820	4.28382353683263	5.12374220704456	6.15315832146366	6.79903673070609	7.00976142137822	6.66136842097486	5.7665517327092	4.86415897964139	3.866900272037	3.19655737607008	3.0364633577795	3.33748306854183
Gene1821	6.81575421522256	6.06126512224541	5.0822949604958	4.0692995824722	3.28336972387953	2.97196122430679	3.21834423952302	3.91953020883754	4.9139430321573	5.94477099816221	6.65213279844119	7.01204334231032
Gene1822	6.03171204807372	4.9972475357842	3.98620898439538	3.25934994367367	2.9936371930912	3.31580204235036	3.9612815297056	5.0315781911702	6.02582889203145	6.75257571066935	6.97549133300742	6.77161933073788
Gene1823	6.63444336977277	5.84278577545126	4.86119426784312	3.90066851261788	3.23564618716067	3.03417110290094	3.4169445564397	4.11901738215561	5.1369185894829	6.12416658731951	6.73434807757761	7.01514936874781
Gene1824	3.83969879622968	3.16097962619658	2.99457230630912	3.35883516619967	4.12680820994454	5.17752813566764	6.15913532805891	6.78588675222173	6.99653982546512	6.63436226216878	5.84789106047943	4.84306797659462
Gene1825	6.96899050939017	6.92047282379082	6.38457128366252	5.4418026118381	4.46890627905852	3.52357059022137	3.08459698535784	3.08590266649401	3.63675987314945	4.57230656828759	5.54065954441342	6.38014475407682
Gene1826	3.16622699487692	2.98305892604073	3.40080936924429	4.21649247731664	5.23672787051775	6.27991394650701	6.89949809765097	7.01556214828719	6.57457008496545	5.74187523046348	4.75418349112628	3.79767850309491
Gene1827	6.47897500049081	6.96833212315921	6.85130006533285	6.32620818880637	5.42780413215526	4.35054381608545	3.47571029030808	3.00914126510395	3.11805426864804	3.6407804264309	4.62731144550826	5.67488626912411
Gene1828	5.02922220903532	4.03183984398999	3.27910275862186	2.97259150653871	3.24612549371106	3.93742917635166	4.96645862212907	5.96900982623885	6.69491740832304	7.00555659431297	6.7514755690304	6.01872811540135
Gene1829	6.40038787320511	6.90368738158797	6.91892070792831	6.49721384834972	5.56598549282663	4.55249850030323	3.60540196400325	3.07588525533741	3.06210285438806	3.5902609849013	4.45667479219078	5.43043071472565
Gene1830	4.43160870442892	5.477771106102	6.35897619754583	6.94969772360158	6.89290747994757	6.35036071673429	5.6278563929355	4.58546689724121	3.63086720370596	3.11128102861102	3.06116807593644	3.55392503502136
Gene1831	6.06439425328647	6.79428432808906	6.99462669496351	6.7565305977538	5.91826958674858	4.88016857071148	3.97311900086204	3.2419507418457	2.99798989668479	3.31268838291922	4.10628351221501	4.98533119124947
Gene1832	6.8394636638633	6.94940155330813	6.53669389712849	5.61559401011637	4.57206611577524	3.68304927320317	3.11167031835396	3.05779814214855	3.52686938012381	4.38772904970981	5.43170700397251	6.30602162095183
Gene1833	2.9811081760039	3.27406724437104	4.12036262220214	5.10492199327308	6.03750077044994	6.8261949680531	6.9665936125333	6.6396676046002	5.93679860957933	4.88642750896074	3.89048365978217	3.20293537686347
Gene1834	6.70360391200859	5.82329143556207	4.79582502505745	3.84044870495752	3.18899891333895	3.00272670261948	3.44657146320118	4.13505914613613	5.17380177322572	6.12866831056739	6.82339268826963	7.0050083268471
Gene1835	3.10890940923651	3.06162651697318	3.5482695900286	4.33799389428047	5.37904247639441	6.29690462722015	6.88933376849918	6.93538242098275	6.45854915160549	5.64475329262226	4.64275793893069	3.69431544359452
Gene1836	6.81767279838041	6.17917051881746	5.11547220323656	4.13313295719647	3.33345448226117	3.00023082734742	3.21540967577542	3.80601182557632	4.83695137567798	5.89693846590194	6.65317534683218	7.0360555902359
Gene1837	3.30672462288594	2.98432888304633	3.27946669154379	4.02426745775145	4.97630798230989	5.94880928365098	6.68470122405869	7.01909989943196	6.78100234130498	5.98281313780551	5.03885939454068	4.0704387296907
Gene1838	6.52330094137867	6.91954386068351	6.93714952169775	6.2598919993988	5.37802461960865	4.29408394578107	3.50824474917414	3.08709877169973	3.09943467634211	3.72964026387624	4.64409927546108	5.66322699411337
Gene1839	6.04142854198154	5.0818446935956	4.08375632348768	3.29864839919438	3.02644932517755	3.25716304594331	3.90601127351686	4.95314792875039	5.97481410107518	6.69634704426044	6.91599124716498	6.81880239466292
Gene1840	4.40352325122168	5.40830939940835	6.30282265867505	6.85068956544251	6.96701673051318	6.51631417588586	5.62944300407917	4.5918715846173	3.63656484830444	3.15045058049978	3.11436613492607	3.53899981087782
Gene1841	5.77375275694029	6.54903449546192	6.99272540254141	6.85175223290285	6.22470641027667	5.25690861226427	4.25098098676272	3.45950288034692	3.0229791214327	3.17289722303019	3.82670451890402	4.7580889121117
Gene1842	5.83019495462042	4.79822005542742	3.79814761497343	3.18714851728209	3.06991524566683	3.4154198989099	4.21314617886771	5.15561745744029	6.1886778832664	6.7915945548971	6.9704159590263	6.65845097900214
Gene1843	3.67913990451498	4.58753443102051	5.63491024537447	6.50750948178985	6.94514337747699	6.93607805521264	6.27714477587763	5.41312461068404	4.36275423953904	3.54418837449501	3.02714357825081	3.11843600070191
Gene1844	3.74323248646188	3.11587692754735	2.99665391108255	3.46185627747257	4.31512608370294	5.33570587207391	6.21838365363863	6.89950734661113	7.03180930347609	6.48108322140061	5.71477843636344	4.6807739152741
Gene1845	3.27174858423212	3.89263662076529	4.86196925441913	5.95451317282795	6.64098176130124	6.9929389398195	6.78986409448253	6.11459757902948	5.11521730307682	4.11559012061165	3.35380474926588	3.01196596070312
Gene1846	3.11629983968408	3.00968337480626	3.42123629545652	4.21718848408906	5.1863393816038	6.24263581685811	6.89625793815413	6.99986796167615	6.59048501004508	5.78172749008492	4.75176550905424	3.83764763345538
Gene1847	6.82061266751969	6.9973172952283	6.70170476781675	5.94067052910428	4.94720886757759	3.91952315806385	3.20401175092346	3.04563376520653	3.37002862494269	4.04392884258364	5.11872622697016	6.08298784062974
Gene1848	7.0234838533833	6.65416915993258	5.86036597740859	4.86624407617985	3.92476795227845	3.19815193427266	2.95848467998125	3.35068273287923	4.08907684326382	5.10280322180617	6.06296333490011	6.78930004053
Gene1849	3.05376026812906	3.32430609472538	4.09961106177845	5.14366996001019	6.08071225917859	6.72889006219721	6.94915967998255	6.65182172134467	5.88327964195918	4.84578925803386	3.88601592234499	3.21401816541438
Gene1850	4.51216964924999	5.62063820940426	6.47189137590607	6.86494755557142	6.92516408380837	6.37982103113954	5.42394189274319	4.37141836286675	3.52051969167263	3.04016369592411	3.04746185951987	3.59475986576797
Gene1851	5.88334288252455	4.79433315897377	3.84410490357583	3.14897368491977	3.05189791102113	3.33625645722659	4.20526300832004	5.25419461819626	6.20554597929498	6.82505306957015	6.94128539931006	6.65374531030249
Gene1852	4.92344274405421	6.04692037760353	6.75807013503687	6.97963482158163	6.76812081331427	6.0293035453027	5.02051142333167	4.06834074639494	3.29328097704324	2.98784049453966	3.25891504122337	3.96107323900587
Gene1853	6.89080419716775	6.98507224333886	6.39967710995474	5.55137057022548	4.54798340547964	3.61256563753042	3.09581819241496	3.0777179232844	3.56408295151667	4.40002939461562	5.51015030829918	6.3378027147692
Gene1854	3.17092465241826	3.01094234332909	3.38569302466003	4.16092221014736	5.14665674987409	6.1105734605616	6.79005798212451	7.00453450915362	6.60480045776297	5.91359125172703	4.80461684597489	3.8785525032184
Gene1855	3.98413835311434	5.04246133107522	6.09023761454053	6.70823916368545	6.99456440137226	6.6507785975988	5.9145883837448	4.93472038774039	3.94420947326061	3.23841912657154	3.02430342060025	3.27789934112166
Gene1856	4.99097244711101	6.03177792499592	6.73263603278671	6.92717646402352	6.72436351936426	6.00599429815646	4.98181054426541	3.97783929437643	3.33344082675273	3.02851072167756	3.27748482304371	3.9940611625698
Gene1857	3.95824114635069	3.2498411966781	2.98368564268669	3.31202832492026	3.96884763283325	4.99891717634582	6.03723846442246	6.77295986041832	7.05367435847292	6.68346433543363	5.98803644050733	4.97076599006895
Gene1858	5.00066776927912	5.94173413764985	6.73821485294765	7.00785663260427	6.73676917656395	5.98258246309306	5.01791180321265	4.00715840107832	3.24148228456742	3.02498213979784	3.235844735254	4.02081085139435
Gene1859	4.25121610675221	3.40531584471095	3.06326813149034	3.12151391332307	3.77040078001827	4.68993684974359	5.7323983428433	6.57151325772606	6.95025335787607	6.89868669819404	6.26917928158532	5.26147746030227
Gene1860	6.02490263124302	6.75984419351048	7.08183430245614	6.66868902502281	5.98023130615728	5.01725017139433	4.07303204078882	3.21155895167667	3.004557393848	3.26647336963204	3.99827168969542	5.01579954687321
Gene1861	2.9540977605786	3.28615521083986	4.03827371388484	5.03461655467864	6.05059590964202	6.76467236625504	7.02771307805249	6.72014406474157	5.97760254426998	4.99814654349452	3.99091040616104	3.26525752590137
Gene1862	6.91559629899036	6.94230952203968	6.47160741408286	5.61172214553205	4.60565661577385	3.52929831251546	3.08727376538422	3.01998408970324	3.46223418290426	4.37779457808557	5.4373093373096	6.34441367575388
Gene1863	4.01243814940085	3.27487656814207	2.99799539769531	3.3182052590829	3.9758661224165	4.95321765709417	6.04771445466304	6.75085867840881	6.97866653114293	6.67027839652869	6.03205558832017	4.95201412577048
Gene1864	3.03387441905919	3.18805892463408	3.83525318971837	4.71330664708519	5.80505259705818	6.57806321067306	6.90146045273847	6.83282043448544	6.23847046511811	5.30343245751099	4.20176580603086	3.37267161592514
Gene1865	6.12387541294525	6.79665337330171	6.96668910666535	6.67111958484185	5.80536148610043	4.82562970236441	3.866371712478	3.19091637380034	3.00835973785128	3.41117342617844	4.14452864721214	5.16639308219163
Gene1866	4.17699224760621	5.22449456426291	6.11937948058129	6.7940821288069	6.95906524929151	6.53954643374455	5.78935171407053	4.74914699829405	3.81408623453931	3.1671567073803	3.00973295403441	3.41283606798366
Gene1867	3.46330279337085	4.2872686223944	5.37902073866666	6.32740298565537	6.81901206239744	6.94297310787178	6.55633265278183	5.66927986721703	4.6412245825404	3.70838740079227	3.15765269550257	2.99699184844924
Gene1868	6.71899463132566	6.95968380066107	6.7434351514597	5.9510120451251	4.95984871939146	4.01625669741309	3.24307343382364	3.02573194104467	3.25346649910317	3.99043048660924	4.9916820948685	6.0606477738257
Gene1869	6.34001882361283	5.38457147184978	4.34653032254421	3.54300669752648	3.03395503433815	3.11652157145927	3.74750383948028	4.58904125329824	5.66210638197462	6.51583279549917	7.00160361601304	6.87725285932151
Gene1870	3.1887081732762	3.03172203955482	3.33430690324857	4.12841760933787	5.19828364420304	6.15104308720759	6.8187616919095	6.93557376624601	6.61896072613976	5.79786604336093	4.83240086054247	3.75237527961808
Gene1871	3.08411590746957	3.59041351734476	4.42651157222271	5.4021763268502	6.34583623539964	6.87665946525909	6.89986438058528	6.43793880480667	5.54207398921689	4.55735338716852	3.63246873821403	3.10358134356387
Gene1872	2.99449233738236	3.08460683428937	3.60135562976185	4.54146985196336	5.52812758432192	6.47302780792711	6.97072427137932	6.95266681721574	6.40375693231106	5.46645148993396	4.43594885319681	3.5551387289796
Gene1873	5.12252507914037	6.16291165096563	6.81070965920365	7.0017553191813	6.67933869848977	5.92823435141139	4.85533337659833	3.87498784410792	3.16757004220701	3.0386809155197	3.35350859048464	4.07529708314673
Gene1874	3.83355011156566	3.20226989640743	3.01692240595852	3.35229072794375	4.14427981763136	5.12674626103227	6.0898291434453	6.78256520588113	6.97634480856166	6.60287521111679	5.88841211614225	4.7788343062581
Gene1875	3.23722502477004	2.97151654931202	3.33220835597414	4.12346487425404	5.1029384006504	5.98925391376002	6.76117919162162	7.00729719850145	6.72359493908855	5.99748999821567	4.98622588616052	4.03192762210715
Gene1876	5.43495710866538	4.40013205705375	3.4827937620248	3.0211181168052	3.10669472512108	3.68170275036918	4.56587492966582	5.63121188231878	6.45053763118278	6.9153116947858	6.91105608079645	6.41752741780536
Gene1877	4.96593208489041	4.05270645063959	3.24763537835035	2.95829236783289	3.24070427111239	3.98276889147104	5.04437435413478	5.99530164405536	6.72480535712032	6.97978520077281	6.73860455535693	5.92359073666446
Gene1878	5.55763132467785	4.48332428803753	3.58709942398496	3.04114096673055	3.01098149552039	3.50560867761023	4.45268981596558	5.48514684064714	6.4554522187458	6.90588371170116	6.96530166081381	6.40790391137489
Gene1879	6.26073533167738	6.87231956637345	7.0131104693991	6.50896451344762	5.69442955089633	4.62457126052009	3.64775905793751	3.09688328812102	3.05878214403172	3.4541723067973	4.34789868361938	5.42500281248531
